ReportDataDictionaryIndex,Name,Units,Type,IndexGroup,KeyValue,ReportingFrequency,IsMeter,DataCount,Has_Data
1290,Cooling:EnergyTransfer,J,Sum,Facility:EnergyTransfer:Cooling,,Monthly,1,12,True
23,Electricity:Facility,J,Sum,Facility:Electricity,,Daily,1,365,True
1241,Heating:EnergyTransfer,J,Sum,Facility:EnergyTransfer:Heating,,Monthly,1,12,True
9,Site Diffuse Solar Radiation Rate per Area,W/m2,Avg,Zone,Environment,Monthly,0,12,True
7,Site Outdoor Air Drybulb Temperature,C,Avg,Zone,Environment,Monthly,0,12,True
8,Site Outdoor Air Relative Humidity,%,Avg,Zone,Environment,Monthly,0,12,True
978,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_CORE_CEILING,Monthly,0,12,True
975,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_CORE_FLOOR,Monthly,0,12,True
963,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_CORE_WALL_0,Monthly,0,12,True
966,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_CORE_WALL_1,Monthly,0,12,True
969,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_CORE_WALL_2,Monthly,0,12,True
972,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_CORE_WALL_3,Monthly,0,12,True
894,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_FRONTPERIMETER_CEILING,Monthly,0,12,True
891,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_FRONTPERIMETER_FLOOR,Monthly,0,12,True
879,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_0,Monthly,0,12,True
882,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_1,Monthly,0,12,True
885,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_2,Monthly,0,12,True
888,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_3,Monthly,0,12,True
956,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_LEFTPERIMETER_CEILING,Monthly,0,12,True
953,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_LEFTPERIMETER_FLOOR,Monthly,0,12,True
941,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_0,Monthly,0,12,True
944,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_1,Monthly,0,12,True
947,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_2,Monthly,0,12,True
950,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_3,Monthly,0,12,True
934,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_REARPERIMETER_CEILING,Monthly,0,12,True
931,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_REARPERIMETER_FLOOR,Monthly,0,12,True
919,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_REARPERIMETER_WALL_0,Monthly,0,12,True
922,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_REARPERIMETER_WALL_1,Monthly,0,12,True
925,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_REARPERIMETER_WALL_2,Monthly,0,12,True
928,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_REARPERIMETER_WALL_3,Monthly,0,12,True
916,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_RIGHTPERIMETER_CEILING,Monthly,0,12,True
913,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_RIGHTPERIMETER_FLOOR,Monthly,0,12,True
901,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_RIGHTPERIMETER_WALL_0,Monthly,0,12,True
904,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_RIGHTPERIMETER_WALL_1,Monthly,0,12,True
907,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_RIGHTPERIMETER_WALL_2,Monthly,0,12,True
910,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE1_RIGHTPERIMETER_WALL_3,Monthly,0,12,True
1077,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_CORE_FLOOR,Monthly,0,12,True
1080,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_CORE_ROOF,Monthly,0,12,True
1065,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_CORE_WALL_0,Monthly,0,12,True
1068,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_CORE_WALL_1,Monthly,0,12,True
1071,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_CORE_WALL_2,Monthly,0,12,True
1074,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_CORE_WALL_3,Monthly,0,12,True
993,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_FRONTPERIMETER_FLOOR,Monthly,0,12,True
996,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_FRONTPERIMETER_ROOF,Monthly,0,12,True
981,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_0,Monthly,0,12,True
984,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_1,Monthly,0,12,True
987,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_2,Monthly,0,12,True
990,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_3,Monthly,0,12,True
1055,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_LEFTPERIMETER_FLOOR,Monthly,0,12,True
1058,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_LEFTPERIMETER_ROOF,Monthly,0,12,True
1043,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_0,Monthly,0,12,True
1046,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_1,Monthly,0,12,True
1049,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_2,Monthly,0,12,True
1052,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_3,Monthly,0,12,True
1033,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_REARPERIMETER_FLOOR,Monthly,0,12,True
1036,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_REARPERIMETER_ROOF,Monthly,0,12,True
1021,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_REARPERIMETER_WALL_0,Monthly,0,12,True
1024,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_REARPERIMETER_WALL_1,Monthly,0,12,True
1027,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_REARPERIMETER_WALL_2,Monthly,0,12,True
1030,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_REARPERIMETER_WALL_3,Monthly,0,12,True
1015,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_RIGHTPERIMETER_FLOOR,Monthly,0,12,True
1018,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_RIGHTPERIMETER_ROOF,Monthly,0,12,True
1003,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_RIGHTPERIMETER_WALL_0,Monthly,0,12,True
1006,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_RIGHTPERIMETER_WALL_1,Monthly,0,12,True
1009,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_RIGHTPERIMETER_WALL_2,Monthly,0,12,True
1012,Surface Inside Face Conduction Heat Transfer Rate,W,Avg,Zone,ZONE2_RIGHTPERIMETER_WALL_3,Monthly,0,12,True
976,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_CORE_CEILING,Monthly,0,12,True
973,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_CORE_FLOOR,Monthly,0,12,True
961,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_CORE_WALL_0,Monthly,0,12,True
964,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_CORE_WALL_1,Monthly,0,12,True
967,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_CORE_WALL_2,Monthly,0,12,True
970,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_CORE_WALL_3,Monthly,0,12,True
892,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_FRONTPERIMETER_CEILING,Monthly,0,12,True
889,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_FRONTPERIMETER_FLOOR,Monthly,0,12,True
877,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_0,Monthly,0,12,True
895,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
880,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_1,Monthly,0,12,True
883,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_2,Monthly,0,12,True
886,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_3,Monthly,0,12,True
954,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_LEFTPERIMETER_CEILING,Monthly,0,12,True
951,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_LEFTPERIMETER_FLOOR,Monthly,0,12,True
939,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_0,Monthly,0,12,True
957,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
942,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_1,Monthly,0,12,True
945,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_2,Monthly,0,12,True
948,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_3,Monthly,0,12,True
932,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_REARPERIMETER_CEILING,Monthly,0,12,True
929,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_REARPERIMETER_FLOOR,Monthly,0,12,True
917,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_REARPERIMETER_WALL_0,Monthly,0,12,True
935,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_REARPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
920,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_REARPERIMETER_WALL_1,Monthly,0,12,True
923,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_REARPERIMETER_WALL_2,Monthly,0,12,True
926,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_REARPERIMETER_WALL_3,Monthly,0,12,True
914,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_RIGHTPERIMETER_CEILING,Monthly,0,12,True
911,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_RIGHTPERIMETER_FLOOR,Monthly,0,12,True
899,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_RIGHTPERIMETER_WALL_0,Monthly,0,12,True
902,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_RIGHTPERIMETER_WALL_1,Monthly,0,12,True
905,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_RIGHTPERIMETER_WALL_2,Monthly,0,12,True
908,Surface Inside Face Temperature,C,Avg,Zone,ZONE1_RIGHTPERIMETER_WALL_3,Monthly,0,12,True
1075,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_CORE_FLOOR,Monthly,0,12,True
1078,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_CORE_ROOF,Monthly,0,12,True
1063,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_CORE_WALL_0,Monthly,0,12,True
1066,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_CORE_WALL_1,Monthly,0,12,True
1069,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_CORE_WALL_2,Monthly,0,12,True
1072,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_CORE_WALL_3,Monthly,0,12,True
991,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_FRONTPERIMETER_FLOOR,Monthly,0,12,True
994,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_FRONTPERIMETER_ROOF,Monthly,0,12,True
979,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_0,Monthly,0,12,True
997,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
982,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_1,Monthly,0,12,True
985,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_2,Monthly,0,12,True
988,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_3,Monthly,0,12,True
1053,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_LEFTPERIMETER_FLOOR,Monthly,0,12,True
1056,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_LEFTPERIMETER_ROOF,Monthly,0,12,True
1041,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_0,Monthly,0,12,True
1059,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
1044,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_1,Monthly,0,12,True
1047,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_2,Monthly,0,12,True
1050,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_3,Monthly,0,12,True
1031,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_REARPERIMETER_FLOOR,Monthly,0,12,True
1034,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_REARPERIMETER_ROOF,Monthly,0,12,True
1019,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_REARPERIMETER_WALL_0,Monthly,0,12,True
1037,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_REARPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
1022,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_REARPERIMETER_WALL_1,Monthly,0,12,True
1025,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_REARPERIMETER_WALL_2,Monthly,0,12,True
1028,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_REARPERIMETER_WALL_3,Monthly,0,12,True
1013,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_RIGHTPERIMETER_FLOOR,Monthly,0,12,True
1016,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_RIGHTPERIMETER_ROOF,Monthly,0,12,True
1001,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_RIGHTPERIMETER_WALL_0,Monthly,0,12,True
1004,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_RIGHTPERIMETER_WALL_1,Monthly,0,12,True
1007,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_RIGHTPERIMETER_WALL_2,Monthly,0,12,True
1010,Surface Inside Face Temperature,C,Avg,Zone,ZONE2_RIGHTPERIMETER_WALL_3,Monthly,0,12,True
812,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_0,Monthly,0,12,True
813,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE1_FRONTPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
832,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_0,Monthly,0,12,True
833,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE1_LEFTPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
822,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE1_REARPERIMETER_WALL_0,Monthly,0,12,True
823,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE1_REARPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
876,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_CORE_ROOF,Monthly,0,12,True
843,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_FRONTPERIMETER_ROOF,Monthly,0,12,True
842,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_0,Monthly,0,12,True
844,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_FRONTPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
866,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_LEFTPERIMETER_ROOF,Monthly,0,12,True
865,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_0,Monthly,0,12,True
867,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_LEFTPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
855,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_REARPERIMETER_ROOF,Monthly,0,12,True
854,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_REARPERIMETER_WALL_0,Monthly,0,12,True
856,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_REARPERIMETER_WALL_0 WINDOW,Monthly,0,12,True
853,Surface Outside Face Incident Solar Radiation Rate per Area,W/m2,Avg,Zone,ZONE2_RIGHTPERIMETER_ROOF,Monthly,0,12,True
977,Surface Outside Face Temperature,C,Avg,Zone,ZONE1_CORE_CEILING,Monthly,0,12,True
974,Surface Outside Face Temperature,C,Avg,Zone,ZONE1_CORE_FLOOR,Monthly,0,12,True
962,Surface Outside Face Temperature,C,Avg,Zone,ZONE1_CORE_WALL_0,Monthly,0,12,True
965,Surface Outside Face Temperature,C,Avg,Zone,ZONE1_CORE_WALL_1,Monthly,0,12,True
968,Surface Outside Face Temperature,C,Avg,Zone,ZONE1_CORE_WALL_2,Monthly,0,12,True
971,Surface Outside Face Temperature,C,Avg,Zone,ZONE1_CORE_WALL_3,Monthly,0,12,True
893,Surface Outside Face Temperature,C,Avg,Zone,ZONE1_FRONTPERIMETER_CEILING,Monthly,0,12,True
