ReportDataDictionaryIndex,Name,Units,Type,IndexGroup,KeyValue,ReportingFrequency,IsMeter,DataCount,Has_Data
1148,Zone Air Heat Balance Outdoor Air Transfer Rate,W,Avg,System,ZONE2_CORE,Monthly,0,12,True
1120,Zone Air Heat Balance Outdoor Air Transfer Rate,W,Avg,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1141,Zone Air Heat Balance Outdoor Air Transfer Rate,W,Avg,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1134,Zone Air Heat Balance Outdoor Air Transfer Rate,W,Avg,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1127,Zone Air Heat Balance Outdoor Air Transfer Rate,W,Avg,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1111,Zone Air Heat Balance Surface Convection Rate,W,Avg,System,ZONE1_CORE,Monthly,0,12,True
1083,Zone Air Heat Balance Surface Convection Rate,W,Avg,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1104,Zone Air Heat Balance Surface Convection Rate,W,Avg,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1097,Zone Air Heat Balance Surface Convection Rate,W,Avg,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1090,Zone Air Heat Balance Surface Convection Rate,W,Avg,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1146,Zone Air Heat Balance Surface Convection Rate,W,Avg,System,ZONE2_CORE,Monthly,0,12,True
1118,Zone Air Heat Balance Surface Convection Rate,W,Avg,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1139,Zone Air Heat Balance Surface Convection Rate,W,Avg,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1132,Zone Air Heat Balance Surface Convection Rate,W,Avg,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1125,Zone Air Heat Balance Surface Convection Rate,W,Avg,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1114,Zone Air Heat Balance System Air Transfer Rate,W,Avg,System,ZONE1_CORE,Monthly,0,12,True
1086,Zone Air Heat Balance System Air Transfer Rate,W,Avg,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1107,Zone Air Heat Balance System Air Transfer Rate,W,Avg,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1100,Zone Air Heat Balance System Air Transfer Rate,W,Avg,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1093,Zone Air Heat Balance System Air Transfer Rate,W,Avg,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1149,Zone Air Heat Balance System Air Transfer Rate,W,Avg,System,ZONE2_CORE,Monthly,0,12,True
1121,Zone Air Heat Balance System Air Transfer Rate,W,Avg,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1142,Zone Air Heat Balance System Air Transfer Rate,W,Avg,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1135,Zone Air Heat Balance System Air Transfer Rate,W,Avg,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1128,Zone Air Heat Balance System Air Transfer Rate,W,Avg,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1566,Zone Air System Sensible Cooling Energy,J,Sum,System,ZONE1_CORE,Monthly,0,12,True
1286,Zone Air System Sensible Cooling Energy,J,Sum,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1502,Zone Air System Sensible Cooling Energy,J,Sum,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1438,Zone Air System Sensible Cooling Energy,J,Sum,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1374,Zone Air System Sensible Cooling Energy,J,Sum,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1886,Zone Air System Sensible Cooling Energy,J,Sum,System,ZONE2_CORE,Monthly,0,12,True
1630,Zone Air System Sensible Cooling Energy,J,Sum,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1822,Zone Air System Sensible Cooling Energy,J,Sum,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1758,Zone Air System Sensible Cooling Energy,J,Sum,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1694,Zone Air System Sensible Cooling Energy,J,Sum,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1592,Zone Air System Sensible Cooling Rate,W,Avg,System,ZONE1_CORE,Monthly,0,12,True
1336,Zone Air System Sensible Cooling Rate,W,Avg,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1528,Zone Air System Sensible Cooling Rate,W,Avg,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1464,Zone Air System Sensible Cooling Rate,W,Avg,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1400,Zone Air System Sensible Cooling Rate,W,Avg,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1912,Zone Air System Sensible Cooling Rate,W,Avg,System,ZONE2_CORE,Monthly,0,12,True
1656,Zone Air System Sensible Cooling Rate,W,Avg,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1848,Zone Air System Sensible Cooling Rate,W,Avg,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1784,Zone Air System Sensible Cooling Rate,W,Avg,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1720,Zone Air System Sensible Cooling Rate,W,Avg,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1529,Zone Air System Sensible Heating Energy,J,Sum,System,ZONE1_CORE,Monthly,0,12,True
1201,Zone Air System Sensible Heating Energy,J,Sum,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1465,Zone Air System Sensible Heating Energy,J,Sum,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1401,Zone Air System Sensible Heating Energy,J,Sum,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1337,Zone Air System Sensible Heating Energy,J,Sum,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1849,Zone Air System Sensible Heating Energy,J,Sum,System,ZONE2_CORE,Monthly,0,12,True
1593,Zone Air System Sensible Heating Energy,J,Sum,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1785,Zone Air System Sensible Heating Energy,J,Sum,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1721,Zone Air System Sensible Heating Energy,J,Sum,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1657,Zone Air System Sensible Heating Energy,J,Sum,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1591,Zone Air System Sensible Heating Rate,W,Avg,System,ZONE1_CORE,Monthly,0,12,True
1335,Zone Air System Sensible Heating Rate,W,Avg,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1527,Zone Air System Sensible Heating Rate,W,Avg,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1463,Zone Air System Sensible Heating Rate,W,Avg,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1399,Zone Air System Sensible Heating Rate,W,Avg,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1911,Zone Air System Sensible Heating Rate,W,Avg,System,ZONE2_CORE,Monthly,0,12,True
1655,Zone Air System Sensible Heating Rate,W,Avg,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1847,Zone Air System Sensible Heating Rate,W,Avg,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1783,Zone Air System Sensible Heating Rate,W,Avg,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1719,Zone Air System Sensible Heating Rate,W,Avg,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1174,Zone Infiltration Latent Heat Gain Energy,J,Sum,System,ZONE1_CORE,Monthly,0,12,True
1154,Zone Infiltration Latent Heat Gain Energy,J,Sum,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1169,Zone Infiltration Latent Heat Gain Energy,J,Sum,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1164,Zone Infiltration Latent Heat Gain Energy,J,Sum,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1159,Zone Infiltration Latent Heat Gain Energy,J,Sum,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1199,Zone Infiltration Latent Heat Gain Energy,J,Sum,System,ZONE2_CORE,Monthly,0,12,True
1179,Zone Infiltration Latent Heat Gain Energy,J,Sum,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1194,Zone Infiltration Latent Heat Gain Energy,J,Sum,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1189,Zone Infiltration Latent Heat Gain Energy,J,Sum,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1184,Zone Infiltration Latent Heat Gain Energy,J,Sum,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1173,Zone Infiltration Latent Heat Loss Energy,J,Sum,System,ZONE1_CORE,Monthly,0,12,True
1153,Zone Infiltration Latent Heat Loss Energy,J,Sum,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1168,Zone Infiltration Latent Heat Loss Energy,J,Sum,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1163,Zone Infiltration Latent Heat Loss Energy,J,Sum,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1158,Zone Infiltration Latent Heat Loss Energy,J,Sum,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1198,Zone Infiltration Latent Heat Loss Energy,J,Sum,System,ZONE2_CORE,Monthly,0,12,True
1178,Zone Infiltration Latent Heat Loss Energy,J,Sum,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1193,Zone Infiltration Latent Heat Loss Energy,J,Sum,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1188,Zone Infiltration Latent Heat Loss Energy,J,Sum,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1183,Zone Infiltration Latent Heat Loss Energy,J,Sum,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1172,Zone Infiltration Sensible Heat Gain Energy,J,Sum,System,ZONE1_CORE,Monthly,0,12,True
1152,Zone Infiltration Sensible Heat Gain Energy,J,Sum,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1167,Zone Infiltration Sensible Heat Gain Energy,J,Sum,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1162,Zone Infiltration Sensible Heat Gain Energy,J,Sum,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1157,Zone Infiltration Sensible Heat Gain Energy,J,Sum,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1197,Zone Infiltration Sensible Heat Gain Energy,J,Sum,System,ZONE2_CORE,Monthly,0,12,True
1177,Zone Infiltration Sensible Heat Gain Energy,J,Sum,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1192,Zone Infiltration Sensible Heat Gain Energy,J,Sum,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1187,Zone Infiltration Sensible Heat Gain Energy,J,Sum,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1182,Zone Infiltration Sensible Heat Gain Energy,J,Sum,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1171,Zone Infiltration Sensible Heat Loss Energy,J,Sum,System,ZONE1_CORE,Monthly,0,12,True
1151,Zone Infiltration Sensible Heat Loss Energy,J,Sum,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1166,Zone Infiltration Sensible Heat Loss Energy,J,Sum,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1161,Zone Infiltration Sensible Heat Loss Energy,J,Sum,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1156,Zone Infiltration Sensible Heat Loss Energy,J,Sum,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1196,Zone Infiltration Sensible Heat Loss Energy,J,Sum,System,ZONE2_CORE,Monthly,0,12,True
1176,Zone Infiltration Sensible Heat Loss Energy,J,Sum,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1191,Zone Infiltration Sensible Heat Loss Energy,J,Sum,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1186,Zone Infiltration Sensible Heat Loss Energy,J,Sum,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1181,Zone Infiltration Sensible Heat Loss Energy,J,Sum,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1175,Zone Infiltration Standard Density Volume Flow Rate,m3/s,Avg,System,ZONE1_CORE,Monthly,0,12,True
1155,Zone Infiltration Standard Density Volume Flow Rate,m3/s,Avg,System,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1170,Zone Infiltration Standard Density Volume Flow Rate,m3/s,Avg,System,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1165,Zone Infiltration Standard Density Volume Flow Rate,m3/s,Avg,System,ZONE1_REARPERIMETER,Monthly,0,12,True
1160,Zone Infiltration Standard Density Volume Flow Rate,m3/s,Avg,System,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1200,Zone Infiltration Standard Density Volume Flow Rate,m3/s,Avg,System,ZONE2_CORE,Monthly,0,12,True
1180,Zone Infiltration Standard Density Volume Flow Rate,m3/s,Avg,System,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1195,Zone Infiltration Standard Density Volume Flow Rate,m3/s,Avg,System,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1190,Zone Infiltration Standard Density Volume Flow Rate,m3/s,Avg,System,ZONE2_REARPERIMETER,Monthly,0,12,True
1185,Zone Infiltration Standard Density Volume Flow Rate,m3/s,Avg,System,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
1109,Zone Mean Air Temperature,C,Avg,Zone,ZONE1_CORE,Monthly,0,12,True
1081,Zone Mean Air Temperature,C,Avg,Zone,ZONE1_FRONTPERIMETER,Monthly,0,12,True
1102,Zone Mean Air Temperature,C,Avg,Zone,ZONE1_LEFTPERIMETER,Monthly,0,12,True
1095,Zone Mean Air Temperature,C,Avg,Zone,ZONE1_REARPERIMETER,Monthly,0,12,True
1088,Zone Mean Air Temperature,C,Avg,Zone,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
1144,Zone Mean Air Temperature,C,Avg,Zone,ZONE2_CORE,Monthly,0,12,True
1116,Zone Mean Air Temperature,C,Avg,Zone,ZONE2_FRONTPERIMETER,Monthly,0,12,True
1137,Zone Mean Air Temperature,C,Avg,Zone,ZONE2_LEFTPERIMETER,Monthly,0,12,True
1130,Zone Mean Air Temperature,C,Avg,Zone,ZONE2_REARPERIMETER,Monthly,0,12,True
1123,Zone Mean Air Temperature,C,Avg,Zone,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
786,Zone Mean Radiant Temperature,C,Avg,Zone,ZONE1_CORE,Monthly,0,12,True
782,Zone Mean Radiant Temperature,C,Avg,Zone,ZONE1_FRONTPERIMETER,Monthly,0,12,True
785,Zone Mean Radiant Temperature,C,Avg,Zone,ZONE1_LEFTPERIMETER,Monthly,0,12,True
784,Zone Mean Radiant Temperature,C,Avg,Zone,ZONE1_REARPERIMETER,Monthly,0,12,True
783,Zone Mean Radiant Temperature,C,Avg,Zone,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
791,Zone Mean Radiant Temperature,C,Avg,Zone,ZONE2_CORE,Monthly,0,12,True
787,Zone Mean Radiant Temperature,C,Avg,Zone,ZONE2_FRONTPERIMETER,Monthly,0,12,True
790,Zone Mean Radiant Temperature,C,Avg,Zone,ZONE2_LEFTPERIMETER,Monthly,0,12,True
789,Zone Mean Radiant Temperature,C,Avg,Zone,ZONE2_REARPERIMETER,Monthly,0,12,True
788,Zone Mean Radiant Temperature,C,Avg,Zone,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
2442,Zone Mechanical Ventilation Mass Flow Rate,kg/s,Avg,HVAC,ZONE1_CORE,Monthly,0,12,True
2438,Zone Mechanical Ventilation Mass Flow Rate,kg/s,Avg,HVAC,ZONE1_FRONTPERIMETER,Monthly,0,12,True
2441,Zone Mechanical Ventilation Mass Flow Rate,kg/s,Avg,HVAC,ZONE1_LEFTPERIMETER,Monthly,0,12,True
2440,Zone Mechanical Ventilation Mass Flow Rate,kg/s,Avg,HVAC,ZONE1_REARPERIMETER,Monthly,0,12,True
2439,Zone Mechanical Ventilation Mass Flow Rate,kg/s,Avg,HVAC,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
2447,Zone Mechanical Ventilation Mass Flow Rate,kg/s,Avg,HVAC,ZONE2_CORE,Monthly,0,12,True
2443,Zone Mechanical Ventilation Mass Flow Rate,kg/s,Avg,HVAC,ZONE2_FRONTPERIMETER,Monthly,0,12,True
2446,Zone Mechanical Ventilation Mass Flow Rate,kg/s,Avg,HVAC,ZONE2_LEFTPERIMETER,Monthly,0,12,True
2445,Zone Mechanical Ventilation Mass Flow Rate,kg/s,Avg,HVAC,ZONE2_REARPERIMETER,Monthly,0,12,True
2444,Zone Mechanical Ventilation Mass Flow Rate,kg/s,Avg,HVAC,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
801,Zone Windows Total Transmitted Solar Radiation Energy,J,Sum,Zone,ZONE1_CORE,Monthly,0,12,True
793,Zone Windows Total Transmitted Solar Radiation Energy,J,Sum,Zone,ZONE1_FRONTPERIMETER,Monthly,0,12,True
799,Zone Windows Total Transmitted Solar Radiation Energy,J,Sum,Zone,ZONE1_LEFTPERIMETER,Monthly,0,12,True
797,Zone Windows Total Transmitted Solar Radiation Energy,J,Sum,Zone,ZONE1_REARPERIMETER,Monthly,0,12,True
795,Zone Windows Total Transmitted Solar Radiation Energy,J,Sum,Zone,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
811,Zone Windows Total Transmitted Solar Radiation Energy,J,Sum,Zone,ZONE2_CORE,Monthly,0,12,True
803,Zone Windows Total Transmitted Solar Radiation Energy,J,Sum,Zone,ZONE2_FRONTPERIMETER,Monthly,0,12,True
809,Zone Windows Total Transmitted Solar Radiation Energy,J,Sum,Zone,ZONE2_LEFTPERIMETER,Monthly,0,12,True
807,Zone Windows Total Transmitted Solar Radiation Energy,J,Sum,Zone,ZONE2_REARPERIMETER,Monthly,0,12,True
805,Zone Windows Total Transmitted Solar Radiation Energy,J,Sum,Zone,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
800,Zone Windows Total Transmitted Solar Radiation Rate,W,Avg,Zone,ZONE1_CORE,Monthly,0,12,True
792,Zone Windows Total Transmitted Solar Radiation Rate,W,Avg,Zone,ZONE1_FRONTPERIMETER,Monthly,0,12,True
798,Zone Windows Total Transmitted Solar Radiation Rate,W,Avg,Zone,ZONE1_LEFTPERIMETER,Monthly,0,12,True
796,Zone Windows Total Transmitted Solar Radiation Rate,W,Avg,Zone,ZONE1_REARPERIMETER,Monthly,0,12,True
794,Zone Windows Total Transmitted Solar Radiation Rate,W,Avg,Zone,ZONE1_RIGHTPERIMETER,Monthly,0,12,True
810,Zone Windows Total Transmitted Solar Radiation Rate,W,Avg,Zone,ZONE2_CORE,Monthly,0,12,True
802,Zone Windows Total Transmitted Solar Radiation Rate,W,Avg,Zone,ZONE2_FRONTPERIMETER,Monthly,0,12,True
808,Zone Windows Total Transmitted Solar Radiation Rate,W,Avg,Zone,ZONE2_LEFTPERIMETER,Monthly,0,12,True
806,Zone Windows Total Transmitted Solar Radiation Rate,W,Avg,Zone,ZONE2_REARPERIMETER,Monthly,0,12,True
804,Zone Windows Total Transmitted Solar Radiation Rate,W,Avg,Zone,ZONE2_RIGHTPERIMETER,Monthly,0,12,True
